recording, word, gold, pm_only, pm_lm, pm_lm_slm
S247XV35QK_SC_01,each,0,0,0,0
S247XV35QK_SC_01,and,0,0,0,0
S247XV35QK_SC_01,every,0,0,0,0
S247XV35QK_SC_01,activity,0,0,0,0
S247XV35QK_SC_01,with,0,0,0,0
S247XV35QK_SC_01,them,0,0,0,0
S247XV35QK_SC_01,like,0,0,0,0
S247XV35QK_SC_01,eating,0,0,0,0
S247XV35QK_SC_01,studying,0,0,0,0
S247XV35QK_SC_01,and,0,0,0,0
S247XV35QK_SC_01,also,0,0,0,0
S247XV35QK_SC_01,work,0,0,0,0
S247XV35QK_SC_01,with,0,0,0,0
S247XV35QK_SC_01,them,0,0,0,0
S247XV35QK_SC_01,my,0,0,0,0
S247XV35QK_SC_01,presentation,0,0,0,0
S247XV35QK_SC_01,will,0,0,0,0
S247XV35QK_SC_01,ready,0,0,0,0
S247XV35QK_SC_01,in,0,0,0,0
S247XV35QK_SC_01,with,0,0,0,0
S247XV35QK_SC_01,all,0,0,0,0
S247XV35QK_SC_01,the,0,0,0,0
S247XV35QK_SC_01,with,0,0,0,0
S247XV35QK_SC_01,all,0,0,0,0
S247XV35QK_SC_01,the,0,0,0,0
S247XV35QK_SC_01,effort,0,0,0,0
S247XV35QK_SC_01,of,0,0,0,0
S247XV35QK_SC_01,us,0,0,0,0
S247XV35QK_SC_01,we,0,0,0,0
S247XV35QK_SC_01,will,0,0,0,0
S247XV35QK_SC_01,do,0,0,0,0
S247XV35QK_SC_01,the,0,0,0,0
S247XV35QK_SC_01,work,0,0,0,0
S247XV35QK_SC_01,together,0,0,0,0
S247XV35QK_SC_01,very,0,0,0,0
S247XV35QK_SC_01,nicely,0,0,0,0
S247XV35QK_SC_01,they,0,0,0,0
S247XV35QK_SC_01,are,0,0,0,0
S247XV35QK_SC_01,just,0,0,0,0
S247XV35QK_SC_01,very,0,0,0,0
S247XV35QK_SC_01,kind,0,0,0,0
S247XV35QK_SC_01,and,0,0,0,0
S247XV35QK_SC_01,very,0,0,0,0
S247XV35QK_SC_01,helpful,0,0,0,0
S247XV35QK_SC_01,to,0,0,0,0
S247XV35QK_SC_01,me,0,0,0,0
S247XV35QK_SC_01,and,0,0,0,0
S247XV35QK_SC_01,i,0,0,0,0
S247XV35QK_SC_01,also,0,0,0,0
S247XV35QK_SC_01,going,0,0,0,0
S247XV35QK_SC_01,to,0,0,0,0
S247XV35QK_SC_01,do,0,0,0,0
S247XV35QK_SC_01,that,0,0,0,0
S247XV35QK_SC_01,with,0,0,0,0
S247XV35QK_SC_01,them,0,0,0,0
S247XV35QK_SC_01,also,0,0,0,0
S247XV35QK_SC_01,i,0,0,0,0
S247XV35QK_SC_01,am,0,0,0,0
S247XV35QK_SC_01,very,0,0,0,0
S247XV35QK_SC_01,thankful,0,0,0,0
S247XV35QK_SC_01,to,0,0,0,0
S247XV35QK_SC_01,god,0,0,0,0
S247XV35QK_SC_01,that,0,0,0,0
S247XV35QK_SC_01,they,0,0,0,0
S247XV35QK_SC_01,are,0,0,0,0
S247XV35QK_SC_01,gave,0,0,0,0
S247XV35QK_SC_01,us,1,0,0,1
recording, word, gold, pm_only, pm_lm, pm_lm_slm
S247XV35QK_SD_01,hello,0,0,0,0
S247XV35QK_SD_01,i,0,0,0,0
S247XV35QK_SD_01,am,0,0,0,0
S247XV35QK_SD_01,going,0,0,0,0
S247XV35QK_SD_01,to,0,0,0,0
S247XV35QK_SD_01,inform,0,0,0,0
S247XV35QK_SD_01,you,0,0,0,0
S247XV35QK_SD_01,that,0,0,0,0
S247XV35QK_SD_01,this,0,0,0,0
S247XV35QK_SD_01,is,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,chat,0,0,0,0
S247XV35QK_SD_01,of,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,king,0,0,0,0
S247XV35QK_SD_01,coffee,0,0,0,0
S247XV35QK_SD_01,european,0,0,0,0
S247XV35QK_SD_01,outlet,1,0,0,0
S247XV35QK_SD_01,there,0,0,0,0
S247XV35QK_SD_01,is,0,0,0,0
S247XV35QK_SD_01,a,0,0,0,0
S247XV35QK_SD_01,comparison,0,0,0,0
S247XV35QK_SD_01,of,0,0,0,0
S247XV35QK_SD_01,three,0,0,0,0
S247XV35QK_SD_01,branches,0,0,0,0
S247XV35QK_SD_01,of,0,0,0,0
S247XV35QK_SD_01,king,0,0,0,0
S247XV35QK_SD_01,coffees,1,0,0,0
S247XV35QK_SD_01,there,0,0,0,0
S247XV35QK_SD_01,is,0,0,0,0
S247XV35QK_SD_01,a,0,0,0,0
S247XV35QK_SD_01,comparison,0,0,0,0
S247XV35QK_SD_01,of,0,0,0,0
S247XV35QK_SD_01,two,0,0,0,0
S247XV35QK_SD_01,thousand,0,0,0,0
S247XV35QK_SD_01,five,0,0,0,0
S247XV35QK_SD_01,to,0,0,0,0
S247XV35QK_SD_01,two,0,0,0,0
S247XV35QK_SD_01,thousand,0,0,0,0
S247XV35QK_SD_01,ten,0,0,0,0
S247XV35QK_SD_01,that,0,0,0,0
S247XV35QK_SD_01,how,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,production,0,0,0,0
S247XV35QK_SD_01,increased,0,0,0,0
S247XV35QK_SD_01,or,0,0,0,0
S247XV35QK_SD_01,decreased,1,0,0,0
S247XV35QK_SD_01,in,0,0,0,0
S247XV35QK_SD_01,two,0,0,0,0
S247XV35QK_SD_01,thousand,0,0,0,0
S247XV35QK_SD_01,six,0,0,0,0
S247XV35QK_SD_01,france,0,0,0,0
S247XV35QK_SD_01,has,0,0,0,0
S247XV35QK_SD_01,increased,0,0,0,0
S247XV35QK_SD_01,very,0,0,0,0
S247XV35QK_SD_01,highly,0,0,0,0
S247XV35QK_SD_01,other,0,0,0,0
S247XV35QK_SD_01,than,0,0,0,0
S247XV35QK_SD_01,tow,1,0,0,0
S247XV35QK_SD_01,in,0,0,0,0
S247XV35QK_SD_01,tow,0,0,0,0
S247XV35QK_SD_01,thousand,0,0,0,0
S247XV35QK_SD_01,six,0,0,0,0
S247XV35QK_SD_01,uk,0,0,0,0
S247XV35QK_SD_01,is,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,most,0,0,0,0
S247XV35QK_SD_01,highly,0,0,0,0
S247XV35QK_SD_01,profiled,0,0,0,0
S247XV35QK_SD_01,that,1,1,0,0
S247XV35QK_SD_01,uk,0,0,0,0
S247XV35QK_SD_01,and,0,0,0,0
S247XV35QK_SD_01,france,0,0,0,0
S247XV35QK_SD_01,is,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,same,0,0,0,0
S247XV35QK_SD_01,but,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,uk,0,0,0,0
S247XV35QK_SD_01,is,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,best,1,0,0,0
S247XV35QK_SD_01,in,0,0,0,0
S247XV35QK_SD_01,spain,0,0,0,0
S247XV35QK_SD_01,there,0,0,0,0
S247XV35QK_SD_01,is,0,0,0,0
S247XV35QK_SD_01,a,0,0,0,0
S247XV35QK_SD_01,very,0,0,0,0
S247XV35QK_SD_01,less,0,0,0,0
S247XV35QK_SD_01,less,0,0,0,0
S247XV35QK_SD_01,shop,0,0,0,0
S247XV35QK_SD_01,of,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,coffee,0,0,0,0
S247XV35QK_SD_01,in,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,spain,0,0,0,0
S247XV35QK_SD_01,in,0,0,0,0
S247XV35QK_SD_01,two,0,0,0,0
S247XV35QK_SD_01,thousand,0,0,0,0
S247XV35QK_SD_01,five,0,0,0,0
S247XV35QK_SD_01,to,0,0,0,0
S247XV35QK_SD_01,two,0,0,0,0
S247XV35QK_SD_01,thousand,0,0,0,0
S247XV35QK_SD_01,ten,1,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,spain,0,0,0,0
S247XV35QK_SD_01,has,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,very,0,0,0,0
S247XV35QK_SD_01,low,0,0,0,0
S247XV35QK_SD_01,coffee,0,0,0,0
S247XV35QK_SD_01,shop,0,0,0,0
S247XV35QK_SD_01,and,0,0,0,0
S247XV35QK_SD_01,the,0,0,0,0
S247XV35QK_SD_01,france,0,0,0,0
S247XV35QK_SD_01,has,0,0,0,0
S247XV35QK_SD_01,a,0,0,0,0
S247XV35QK_SD_01,very,0,0,0,0
S247XV35QK_SD_01,high,0,0,0,0
S247XV35QK_SD_01,coffee,0,0,0,0
S247XV35QK_SD_01,shop,0,0,0,0
S247XV35QK_SD_01,as,0,0,0,0
S247XV35QK_SD_01,there,0,0,0,0
S247XV35QK_SD_01,are,0,0,0,0
S247XV35QK_SD_01,using,0,0,0,0
S247XV35QK_SD_01,very,0,0,0,0
S247XV35QK_SD_01,much,0,0,0,0
S247XV35QK_SD_01,coffee,0,0,0,0
S247XV35QK_SD_01,shop,0,0,0,0
S247XV35QK_SD_01,uk,0,0,0,0
S247XV35QK_SD_01,is,1,0,0,1
recording, word, gold, pm_only, pm_lm, pm_lm_slm
S247XV35QK_SE_01,job,0,0,0,0
S247XV35QK_SE_01,interviews,0,0,0,0
S247XV35QK_SE_01,job,0,0,0,0
S247XV35QK_SE_01,description,0,0,0,0
S247XV35QK_SE_01,advertising,0,0,0,0
S247XV35QK_SE_01,reference,0,0,0,0
S247XV35QK_SE_01,from,0,0,0,0
S247XV35QK_SE_01,the,0,0,0,0
S247XV35QK_SE_01,past,0,0,0,0
S247XV35QK_SE_01,employer,0,0,0,0
S247XV35QK_SE_01,training,0,0,0,0
S247XV35QK_SE_01,and,0,0,0,0
S247XV35QK_SE_01,support,0,0,0,0
S247XV35QK_SE_01,and,0,0,0,0
S247XV35QK_SE_01,that,0,0,0,0
S247XV35QK_SE_01,i,0,0,0,0
S247XV35QK_SE_01,am,0,0,0,0
S247XV35QK_SE_01,going,0,0,0,0
S247XV35QK_SE_01,to,0,0,0,0
S247XV35QK_SE_01,say,0,0,0,0
S247XV35QK_SE_01,that,0,0,0,0
S247XV35QK_SE_01,very,0,0,0,0
S247XV35QK_SE_01,very,0,0,0,0
S247XV35QK_SE_01,high,0,0,0,0
S247XV35QK_SE_01,question,0,0,0,0
S247XV35QK_SE_01,that,0,0,0,0
S247XV35QK_SE_01,we,0,0,0,0
S247XV35QK_SE_01,should,0,0,0,0
S247XV35QK_SE_01,job,0,0,0,0
S247XV35QK_SE_01,do,0,0,0,0
S247XV35QK_SE_01,interviews,1,0,0,1
recording, word, gold, pm_only, pm_lm, pm_lm_slm
S247XV35QK_SE_02,sharp,0,0,0,0
S247XV35QK_SE_02,tution,0,0,0,0
S247XV35QK_SE_02,contains,0,0,0,0
S247XV35QK_SE_02,very,0,0,0,0
S247XV35QK_SE_02,important,0,0,0,0
S247XV35QK_SE_02,things,0,0,0,0
S247XV35QK_SE_02,that,0,0,0,0
S247XV35QK_SE_02,how,0,0,0,0
S247XV35QK_SE_02,the,0,0,0,0
S247XV35QK_SE_02,background,0,0,0,0
S247XV35QK_SE_02,of,0,0,0,0
S247XV35QK_SE_02,the,0,0,0,0
S247XV35QK_SE_02,speaker,0,0,0,0
S247XV35QK_SE_02,and,0,0,0,0
S247XV35QK_SE_02,the,0,0,0,0
S247XV35QK_SE_02,interviewer,0,0,0,0
S247XV35QK_SE_02,we,0,0,0,0
S247XV35QK_SE_02,should,0,0,0,0
S247XV35QK_SE_02,also,0,0,0,0
S247XV35QK_SE_02,look,0,0,0,0
S247XV35QK_SE_02,at,0,0,0,0
S247XV35QK_SE_02,that,0,0,0,0
S247XV35QK_SE_02,why,0,0,0,0
S247XV35QK_SE_02,they,0,0,0,0
S247XV35QK_SE_02,are,0,0,0,0
S247XV35QK_SE_02,shifting,0,0,0,0
S247XV35QK_SE_02,to,0,0,0,0
S247XV35QK_SE_02,ours,0,0,0,0
S247XV35QK_SE_02,office,0,0,0,0
S247XV35QK_SE_02,to,0,0,0,0
S247XV35QK_SE_02,do,0,0,0,0
S247XV35QK_SE_02,the,0,0,0,0
S247XV35QK_SE_02,new,0,0,0,0
S247XV35QK_SE_02,work,1,0,0,1
recording, word, gold, pm_only, pm_lm, pm_lm_slm
S247XV35QK_SE_03,job,0,0,0,0
S247XV35QK_SE_03,interviews,0,0,0,0
S247XV35QK_SE_03,are,0,0,0,0
S247XV35QK_SE_03,the,0,0,0,0
S247XV35QK_SE_03,best,0,0,0,0
S247XV35QK_SE_03,thing,0,0,0,0
S247XV35QK_SE_03,to,0,0,0,0
S247XV35QK_SE_03,judge,0,0,0,0
S247XV35QK_SE_03,the,0,0,0,0
S247XV35QK_SE_03,recruit,0,0,0,0
S247XV35QK_SE_03,and,0,0,0,0
S247XV35QK_SE_03,to,0,0,0,0
S247XV35QK_SE_03,recruit,0,0,0,0
S247XV35QK_SE_03,the,0,0,0,0
S247XV35QK_SE_03,employee,0,0,0,0
S247XV35QK_SE_03,because,0,0,0,0
S247XV35QK_SE_03,we,0,0,0,0
S247XV35QK_SE_03,should,0,0,0,0
S247XV35QK_SE_03,talk,0,0,0,0
S247XV35QK_SE_03,with,0,0,0,0
S247XV35QK_SE_03,them,0,0,0,0
S247XV35QK_SE_03,that,0,0,0,0
S247XV35QK_SE_03,how,0,0,0,0
S247XV35QK_SE_03,that,0,0,0,0
S247XV35QK_SE_03,work,0,0,0,0
S247XV35QK_SE_03,and,0,0,0,0
S247XV35QK_SE_03,how,0,0,0,0
S247XV35QK_SE_03,that,0,0,0,0
S247XV35QK_SE_03,feel,0,0,0,0
S247XV35QK_SE_03,and,0,0,0,0
S247XV35QK_SE_03,how,0,0,0,0
S247XV35QK_SE_03,that,0,0,0,0
S247XV35QK_SE_03,thinking,1,0,0,0
S247XV35QK_SE_03,we,0,0,0,0
S247XV35QK_SE_03,should,0,0,0,0
S247XV35QK_SE_03,we,0,0,0,0
S247XV35QK_SE_03,should,0,0,0,0
S247XV35QK_SE_03,do,0,0,0,0
S247XV35QK_SE_03,that,1,0,0,0
S247XV35QK_SE_03,we,0,0,0,0
S247XV35QK_SE_03,should,0,0,0,0
S247XV35QK_SE_03,examine,0,0,0,0
S247XV35QK_SE_03,that,1,0,0,1
recording, word, gold, pm_only, pm_lm, pm_lm_slm
S247XV35QK_SE_04,yes,0,0,0,0
S247XV35QK_SE_04,that's,0,0,0,0
S247XV35QK_SE_04,great,0,0,0,0
S247XV35QK_SE_04,idea,1,1,0,0
S247XV35QK_SE_04,we,0,0,0,0
S247XV35QK_SE_04,should,0,0,0,0
S247XV35QK_SE_04,reference,0,0,0,0
S247XV35QK_SE_04,from,0,0,0,0
S247XV35QK_SE_04,our,0,0,0,0
S247XV35QK_SE_04,past,0,0,0,0
S247XV35QK_SE_04,employer,0,0,0,0
S247XV35QK_SE_04,because,0,0,0,0
S247XV35QK_SE_04,the,0,0,0,0
S247XV35QK_SE_04,past,0,0,0,0
S247XV35QK_SE_04,employer,0,0,0,0
S247XV35QK_SE_04,will,0,0,0,0
S247XV35QK_SE_04,recruit,0,0,0,0
S247XV35QK_SE_04,for,0,0,0,0
S247XV35QK_SE_04,by,0,0,0,0
S247XV35QK_SE_04,us,0,0,0,0
S247XV35QK_SE_04,to,0,0,0,0
S247XV35QK_SE_04,in,0,0,0,0
S247XV35QK_SE_04,regression,1,0,0,0
S247XV35QK_SE_04,so,0,0,0,0
S247XV35QK_SE_04,we,0,0,0,0
S247XV35QK_SE_04,should,0,0,0,0
S247XV35QK_SE_04,give,0,0,0,0
S247XV35QK_SE_04,them,0,0,0,0
S247XV35QK_SE_04,first,0,0,0,0
S247XV35QK_SE_04,chance,0,0,0,0
S247XV35QK_SE_04,to,0,0,0,0
S247XV35QK_SE_04,the,0,0,0,0
S247XV35QK_SE_04,recruiting,0,0,0,0
S247XV35QK_SE_04,staff,0,0,0,0
S247XV35QK_SE_04,when,0,0,0,0
S247XV35QK_SE_04,we,0,0,0,0
S247XV35QK_SE_04,are,0,0,0,0
S247XV35QK_SE_04,recruiting,0,0,0,0
S247XV35QK_SE_04,staff,1,0,0,1
recording, word, gold, pm_only, pm_lm, pm_lm_slm
S247XV35QK_SE_05,in,0,0,0,0
S247XV35QK_SE_05,the,0,0,0,0
S247XV35QK_SE_05,first,0,0,0,0
S247XV35QK_SE_05,week,0,0,0,0
S247XV35QK_SE_05,we,0,0,0,0
S247XV35QK_SE_05,should,0,0,0,0
S247XV35QK_SE_05,do,0,0,0,0
S247XV35QK_SE_05,that,0,0,0,0
S247XV35QK_SE_05,er,0,0,0,0
S247XV35QK_SE_05,employer,0,0,0,0
S247XV35QK_SE_05,with,0,0,0,0
S247XV35QK_SE_05,a,0,0,0,0
S247XV35QK_SE_05,make,0,0,0,0
S247XV35QK_SE_05,comfort,0,0,0,0
S247XV35QK_SE_05,in,0,0,0,0
S247XV35QK_SE_05,over,0,0,0,0
S247XV35QK_SE_05,company,0,0,0,0
S247XV35QK_SE_05,so,0,0,0,0
S247XV35QK_SE_05,that,0,0,0,0
S247XV35QK_SE_05,we,0,0,0,0
S247XV35QK_SE_05,should,0,0,0,0
S247XV35QK_SE_05,training,0,0,0,0
S247XV35QK_SE_05,them,0,0,0,0
S247XV35QK_SE_05,train,0,0,0,0
S247XV35QK_SE_05,them,0,0,0,0
S247XV35QK_SE_05,and,0,0,0,0
S247XV35QK_SE_05,support,0,0,0,0
S247XV35QK_SE_05,them,0,0,0,0
S247XV35QK_SE_05,we,0,0,0,0
S247XV35QK_SE_05,not,0,0,0,0
S247XV35QK_SE_05,ear,0,0,0,0
S247XV35QK_SE_05,them,0,0,0,0
S247XV35QK_SE_05,er,0,0,0,0
S247XV35QK_SE_05,i,0,0,0,0
S247XV35QK_SE_05,must,0,0,0,0
S247XV35QK_SE_05,advise,0,0,0,0
S247XV35QK_SE_05,you,0,0,0,0
S247XV35QK_SE_05,too,0,0,0,0
S247XV35QK_SE_05,training,0,0,0,0
S247XV35QK_SE_05,and,0,0,0,0
S247XV35QK_SE_05,support,1,0,0,1
recording, word, gold, pm_only, pm_lm, pm_lm_slm
S2BDQ6WDWT_SC_01,the,0,0,0,0
S2BDQ6WDWT_SC_01,course,0,0,0,0
S2BDQ6WDWT_SC_01,which,0,0,0,0
S2BDQ6WDWT_SC_01,i,0,0,0,0
S2BDQ6WDWT_SC_01,did,0,0,0,0
S2BDQ6WDWT_SC_01,was,0,0,0,0
S2BDQ6WDWT_SC_01,personality,0,0,0,0
S2BDQ6WDWT_SC_01,development,0,0,0,0
S2BDQ6WDWT_SC_01,course,0,0,0,0
S2BDQ6WDWT_SC_01,i,0,0,0,0
S2BDQ6WDWT_SC_01,did,0,0,0,0
S2BDQ6WDWT_SC_01,this,0,0,0,0
S2BDQ6WDWT_SC_01,training,0,0,0,0
S2BDQ6WDWT_SC_01,course,0,0,0,0
S2BDQ6WDWT_SC_01,in,0,0,0,0
S2BDQ6WDWT_SC_01,my,0,0,0,0
S2BDQ6WDWT_SC_01,academic,0,0,0,0
S2BDQ6WDWT_SC_01,field,0,0,0,0
S2BDQ6WDWT_SC_01,i,0,0,0,0
S2BDQ6WDWT_SC_01,did,0,0,0,0
S2BDQ6WDWT_SC_01,this,0,0,0,0
S2BDQ6WDWT_SC_01,course,0,0,0,0
S2BDQ6WDWT_SC_01,as,0,0,0,0
S2BDQ6WDWT_SC_01,it,0,0,0,0
S2BDQ6WDWT_SC_01,enhances,0,0,0,0
S2BDQ6WDWT_SC_01,as,0,0,0,0
S2BDQ6WDWT_SC_01,it,0,0,0,0
S2BDQ6WDWT_SC_01,enhanced,0,0,0,0
S2BDQ6WDWT_SC_01,my,0,0,0,0
S2BDQ6WDWT_SC_01,personality,0,0,0,0
S2BDQ6WDWT_SC_01,yes,0,0,0,0
S2BDQ6WDWT_SC_01,i,0,0,0,0
S2BDQ6WDWT_SC_01,do,0,0,0,0
S2BDQ6WDWT_SC_01,recommend,0,0,0,0
S2BDQ6WDWT_SC_01,this,0,0,0,0
S2BDQ6WDWT_SC_01,course,0,0,0,0
S2BDQ6WDWT_SC_01,because,0,0,0,0
S2BDQ6WDWT_SC_01,it,0,0,0,0
S2BDQ6WDWT_SC_01,enhances,0,0,0,0
S2BDQ6WDWT_SC_01,are,0,0,0,0
S2BDQ6WDWT_SC_01,personality,0,0,0,0
S2BDQ6WDWT_SC_01,to,0,0,0,0
S2BDQ6WDWT_SC_01,some,0,0,0,0
S2BDQ6WDWT_SC_01,exchange,0,0,0,0
S2BDQ6WDWT_SC_01,in,0,0,0,0
S2BDQ6WDWT_SC_01,with,0,0,0,0
S2BDQ6WDWT_SC_01,the,0,0,0,0
S2BDQ6WDWT_SC_01,personality,0,0,0,0
S2BDQ6WDWT_SC_01,development,0,0,0,0
S2BDQ6WDWT_SC_01,course,0,0,0,0
S2BDQ6WDWT_SC_01,we,0,0,0,0
S2BDQ6WDWT_SC_01,got,0,0,0,0
S2BDQ6WDWT_SC_01,training,0,0,0,0
S2BDQ6WDWT_SC_01,in,0,0,0,0
S2BDQ6WDWT_SC_01,speaking,0,0,0,0
S2BDQ6WDWT_SC_01,english,0,0,0,0
S2BDQ6WDWT_SC_01,in,0,0,0,0
S2BDQ6WDWT_SC_01,dealing,0,0,0,0
S2BDQ6WDWT_SC_01,with,0,0,0,0
S2BDQ6WDWT_SC_01,the,0,0,0,0
S2BDQ6WDWT_SC_01,customers,0,0,0,0
S2BDQ6WDWT_SC_01,and,0,0,0,0
S2BDQ6WDWT_SC_01,during,0,0,0,0
S2BDQ6WDWT_SC_01,the,0,0,0,0
S2BDQ6WDWT_SC_01,session,0,0,0,0
S2BDQ6WDWT_SC_01,of,0,0,0,0
S2BDQ6WDWT_SC_01,this,0,0,0,0
S2BDQ6WDWT_SC_01,training,0,0,0,0
S2BDQ6WDWT_SC_01,period,0,0,0,0
S2BDQ6WDWT_SC_01,i,0,0,0,0
S2BDQ6WDWT_SC_01,had,0,0,0,0
S2BDQ6WDWT_SC_01,given,0,0,0,0
S2BDQ6WDWT_SC_01,interviews,0,0,0,0
S2BDQ6WDWT_SC_01,in,0,0,0,0
S2BDQ6WDWT_SC_01,many,0,0,0,0
S2BDQ6WDWT_SC_01,corporate,0,0,0,0
S2BDQ6WDWT_SC_01,sectors,0,0,0,0
S2BDQ6WDWT_SC_01,for,0,0,0,0
S2BDQ6WDWT_SC_01,example,0,0,0,0
S2BDQ6WDWT_SC_01,in,0,0,0,0
S2BDQ6WDWT_SC_01,insurance,0,0,0,0
S2BDQ6WDWT_SC_01,sector,0,0,0,0
S2BDQ6WDWT_SC_01,in,0,0,0,0
S2BDQ6WDWT_SC_01,er,0,0,0,0
S2BDQ6WDWT_SC_01,in,0,0,0,0
S2BDQ6WDWT_SC_01,banking,0,0,0,0
S2BDQ6WDWT_SC_01,sector,0,0,0,0
S2BDQ6WDWT_SC_01,then,0,0,0,0
S2BDQ6WDWT_SC_01,i,0,0,0,0
S2BDQ6WDWT_SC_01,had,0,0,0,0
S2BDQ6WDWT_SC_01,given,0,0,0,0
S2BDQ6WDWT_SC_01,interviews,0,0,0,0
S2BDQ6WDWT_SC_01,er,0,0,0,0
S2BDQ6WDWT_SC_01,in,0,0,0,0
S2BDQ6WDWT_SC_01,at,0,0,0,0
S2BDQ6WDWT_SC_01,cal,0,0,0,0
S2BDQ6WDWT_SC_01,center,0,0,0,0
S2BDQ6WDWT_SC_01,business,0,0,0,0
S2BDQ6WDWT_SC_01,process,0,0,0,0
S2BDQ6WDWT_SC_01,out,0,0,0,0
S2BDQ6WDWT_SC_01,sourcing,0,0,0,0
S2BDQ6WDWT_SC_01,bpo,0,0,0,0
S2BDQ6WDWT_SC_01,so,0,0,0,0
S2BDQ6WDWT_SC_01,i,0,0,0,0
S2BDQ6WDWT_SC_01,had,0,0,0,0
S2BDQ6WDWT_SC_01,a,0,0,0,0
S2BDQ6WDWT_SC_01,great,0,0,0,0
S2BDQ6WDWT_SC_01,experience,0,0,0,0
S2BDQ6WDWT_SC_01,in,0,0,0,0
S2BDQ6WDWT_SC_01,doing,0,0,0,0
S2BDQ6WDWT_SC_01,that,0,0,0,0
S2BDQ6WDWT_SC_01,course,1,0,0,1
recording, word, gold, pm_only, pm_lm, pm_lm_slm
S2BDQ6WDWT_SD_01,i,0,0,0,0
S2BDQ6WDWT_SD_01,need,0,0,0,0
S2BDQ6WDWT_SD_01,to,0,0,0,0
S2BDQ6WDWT_SD_01,talk,0,0,0,0
S2BDQ6WDWT_SD_01,about,0,0,0,0
S2BDQ6WDWT_SD_01,the,0,0,0,0
S2BDQ6WDWT_SD_01,changes,0,0,0,0
S2BDQ6WDWT_SD_01,that,0,0,0,0
S2BDQ6WDWT_SD_01,took,0,0,0,0
S2BDQ6WDWT_SD_01,place,0,0,0,0
S2BDQ6WDWT_SD_01,between,0,0,0,0
S2BDQ6WDWT_SD_01,two,0,0,0,0
S2BDQ6WDWT_SD_01,thousand,0,0,0,0
S2BDQ6WDWT_SD_01,seven,0,0,0,0
S2BDQ6WDWT_SD_01,and,0,0,0,0
S2BDQ6WDWT_SD_01,two,0,0,0,0
S2BDQ6WDWT_SD_01,thousand,0,0,0,0
S2BDQ6WDWT_SD_01,ten,0,0,0,0
